B (T)	X1(V)	Y1 (V)	X2(V)	Y2(V)	X3 (V)	Y3 (V)	X4 (V)	Y4 (V)	SensA (V)	SensB (V)
0.00000E+0	6.22228E-3	-1.21165E-3	9.65601E-6	1.20879E-4	-9.70911E-7	-5.82080E-10	0.00000E+0	0.00000E+0	1.99720E+0	0.00000E+0
0.00000E+0	6.21846E-3	-1.21117E-3	7.03338E-6	1.27316E-4	-9.70911E-7	-5.82080E-10	0.00000E+0	0.00000E+0	1.99570E+0	0.00000E+0
-7.69630E+0	6.21322E-3	-1.21070E-3	7.03338E-6	1.35303E-4	-9.70795E-7	-5.82080E-10	0.00000E+0	0.00000E+0	1.99960E+0	0.00000E+0
-7.67920E+0	6.20797E-3	-1.20974E-3	7.03338E-6	1.43290E-4	-9.70736E-7	-5.82080E-10	0.00000E+0	0.00000E+0	1.99250E+0	0.00000E+0
-7.66200E+0	6.20320E-3	-1.20879E-3	7.03338E-6	1.52589E-4	-9.70678E-7	-5.23873E-10	0.00000E+0	0.00000E+0	1.99550E+0	0.00000E+0
-7.64490E+0	6.19701E-3	-1.20736E-3	7.03338E-6	1.62245E-4	-9.70620E-7	-5.23873E-10	0.00000E+0	0.00000E+0	1.99340E+0	0.00000E+0
-7.62770E+0	6.19033E-3	-1.20641E-3	7.03338E-6	1.71782E-4	-9.70562E-7	-5.23873E-10	0.00000E+0	0.00000E+0	1.99750E+0	0.00000E+0
-7.61060E+0	6.18318E-3	-1.20545E-3	7.03338E-6	1.80365E-4	-9.70445E-7	-4.65665E-10	0.00000E+0	0.00000E+0	2.00180E+0	0.00000E+0
-7.59340E+0	6.17650E-3	-1.20402E-3	7.03338E-6	1.88471E-4	-9.70387E-7	-4.65665E-10	0.00000E+0	0.00000E+0	2.00490E+0	0.00000E+0
-7.57630E+0	6.16935E-3	-1.20307E-3	7.03338E-6	1.98008E-4	-9.70329E-7	-4.65665E-10	0.00000E+0	0.00000E+0	2.00320E+0	0.00000E+0
-7.55910E+0	6.16124E-3	-1.20116E-3	7.03338E-6	2.08736E-4	-9.70213E-7	-4.07455E-10	0.00000E+0	0.00000E+0	2.00160E+0	0.00000E+0
-7.54200E+0	6.15361E-3	-1.19973E-3	7.03338E-6	2.18154E-4	-9.70154E-7	-4.07455E-10	0.00000E+0	0.00000E+0	1.99980E+0	0.00000E+0
-7.52480E+0	6.14694E-3	-1.19878E-3	7.03338E-6	2.27214E-4	-9.70096E-7	-4.07455E-10	0.00000E+0	0.00000E+0	1.99490E+0	0.00000E+0
-7.50770E+0	6.13931E-3	-1.19782E-3	7.03338E-6	2.37227E-4	-9.70038E-7	-3.49248E-10	0.00000E+0	0.00000E+0	1.99110E+0	0.00000E+0
