B (T)	X1(V)	Y1 (V)	X2(V)	Y2(V)	X3 (V)	Y3 (V)	X4 (V)	Y4 (V)	SensA (V)	SensB (V)
0.00000E+0	-8.68324E-4	1.66894E-4	2.14578E-6	4.08532E-4	-9.77489E-7	-2.73577E-9	0.00000E+0	0.00000E+0	1.99980E+0	0.00000E+0
0.00000E+0	-8.62125E-4	1.65940E-4	1.66894E-6	4.25460E-4	-9.77489E-7	-2.73577E-9	0.00000E+0	0.00000E+0	1.99880E+0	0.00000E+0
7.69630E+0	-8.55926E-4	1.64510E-4	1.78815E-6	4.42268E-4	-9.77430E-7	-2.73577E-9	0.00000E+0	0.00000E+0	2.00030E+0	0.00000E+0
7.67940E+0	-8.50681E-4	1.63556E-4	1.78815E-6	4.46202E-4	-9.77430E-7	-2.73577E-9	0.00000E+0	0.00000E+0	2.00120E+0	0.00000E+0
7.66230E+0	-8.45436E-4	1.62602E-4	1.78815E-6	4.33685E-4	-9.77430E-7	-2.73577E-9	0.00000E+0	0.00000E+0	2.00050E+0	0.00000E+0
7.64510E+0	-8.40191E-4	1.61649E-4	1.78815E-6	4.09724E-4	-9.77547E-7	-2.73577E-9	0.00000E+0	0.00000E+0	1.99790E+0	0.00000E+0
7.62800E+0	-8.33992E-4	1.60218E-4	1.54973E-6	3.82664E-4	-9.77605E-7	-2.73577E-9	0.00000E+0	0.00000E+0	2.00030E+0	0.00000E+0
7.61080E+0	-8.26839E-4	1.59265E-4	1.54973E-6	3.62517E-4	-9.77663E-7	-2.79398E-9	0.00000E+0	0.00000E+0	2.00080E+0	0.00000E+0
7.59360E+0	-8.19687E-4	1.57834E-4	1.43052E-6	3.57630E-4	-9.77663E-7	-2.79398E-9	0.00000E+0	0.00000E+0	2.00080E+0	0.00000E+0
7.57650E+0	-8.12057E-4	1.55927E-4	1.43052E-6	3.67166E-4	-9.77663E-7	-2.79398E-9	0.00000E+0	0.00000E+0	2.00000E+0	0.00000E+0
7.55930E+0	-8.05859E-4	1.54973E-4	1.43052E-6	3.83856E-4	-9.77663E-7	-2.73577E-9	0.00000E+0	0.00000E+0	1.99920E+0	0.00000E+0
7.54220E+0	-8.01090E-4	1.54019E-4	1.54973E-6	3.96730E-4	-9.77605E-7	-2.73577E-9	0.00000E+0	0.00000E+0	2.00160E+0	0.00000E+0
7.52500E+0	-7.96322E-4	1.53066E-4	1.54973E-6	3.98399E-4	-9.77605E-7	-2.73577E-9	0.00000E+0	0.00000E+0	1.99810E+0	0.00000E+0
7.50790E+0	-7.92030E-4	1.52589E-4	1.54973E-6	3.86240E-4	-9.77663E-7	-2.79398E-9	0.00000E+0	0.00000E+0	2.00110E+0	0.00000E+0
7.49070E+0	-7.87262E-4	1.51635E-4	1.54973E-6	3.63829E-4	-9.77663E-7	-2.79398E-9	0.00000E+0	0.00000E+0	2.00070E+0	0.00000E+0
7.47360E+0	-7.81540E-4	1.50205E-4	1.43052E-6	3.40225E-4	-9.77780E-7	-2.79398E-9	0.00000E+0	0.00000E+0	2.00040E+0	0.00000E+0
7.45640E+0	-7.74864E-4	1.49251E-4	1.31131E-6	3.24966E-4	-9.77838E-7	-2.85219E-9	0.00000E+0	0.00000E+0	1.99880E+0	0.00000E+0
7.43930E+0	-7.68188E-4	1.47820E-4	1.31131E-6	3.23774E-4	-9.77838E-7	-2.85219E-9	0.00000E+0	0.00000E+0	2.00100E+0	0.00000E+0
