B (T)	X1(V)	Y1 (V)	X2(V)	Y2(V)	X3 (V)	Y3 (V)	X4 (V)	Y4 (V)	SensA (V)	SensB (V)
0.00000E+0	2.08522E-3	-4.02929E-4	3.45708E-6	5.79359E-5	-9.75801E-7	-2.27011E-9	0.00000E+0	0.00000E+0	1.95590E+0	0.00000E+0
0.00000E+0	2.08522E-3	-4.02929E-4	1.66894E-6	5.82936E-5	-9.75742E-7	-2.27011E-9	0.00000E+0	0.00000E+0	1.95830E+0	0.00000E+0
-7.69630E+0	2.08570E-3	-4.02929E-4	1.54973E-6	5.75783E-5	-9.75742E-7	-2.27011E-9	0.00000E+0	0.00000E+0	1.95900E+0	0.00000E+0
-7.67940E+0	2.08475E-3	-4.02929E-4	1.54973E-6	6.05586E-5	-9.75742E-7	-2.27011E-9	0.00000E+0	0.00000E+0	1.96380E+0	0.00000E+0
-7.66230E+0	2.08379E-3	-4.02929E-4	1.54973E-6	6.49695E-5	-9.75742E-7	-2.27011E-9	0.00000E+0	0.00000E+0	1.96170E+0	0.00000E+0
-7.64510E+0	2.08284E-3	-4.02452E-4	1.54973E-6	6.98571E-5	-9.75684E-7	-2.27011E-9	0.00000E+0	0.00000E+0	1.96190E+0	0.00000E+0
-7.62800E+0	2.08141E-3	-4.02452E-4	1.54973E-6	7.56984E-5	-9.75626E-7	-2.27011E-9	0.00000E+0	0.00000E+0	1.96480E+0	0.00000E+0
-7.61080E+0	2.07950E-3	-4.01976E-4	1.54973E-6	8.22549E-5	-9.75626E-7	-2.27011E-9	0.00000E+0	0.00000E+0	1.96720E+0	0.00000E+0
-7.59360E+0	2.07807E-3	-4.01976E-4	1.54973E-6	8.95266E-5	-9.75568E-7	-2.27011E-9	0.00000E+0	0.00000E+0	1.96950E+0	0.00000E+0
-7.57650E+0	2.07569E-3	-4.01022E-4	1.54973E-6	9.87058E-5	-9.75568E-7	-2.21191E-9	0.00000E+0	0.00000E+0	1.97090E+0	0.00000E+0
-7.55930E+0	2.07283E-3	-4.01022E-4	1.54973E-6	1.12772E-4	-9.75509E-7	-2.21191E-9	0.00000E+0	0.00000E+0	1.96980E+0	0.00000E+0
-7.54220E+0	2.06806E-3	-4.00068E-4	1.54973E-6	1.33396E-4	-9.75393E-7	-2.21191E-9	0.00000E+0	0.00000E+0	1.97200E+0	0.00000E+0
-7.52500E+0	2.06138E-3	-3.98638E-4	1.54973E-6	1.65463E-4	-9.75277E-7	-2.15370E-9	0.00000E+0	0.00000E+0	1.97430E+0	0.00000E+0
-7.50790E+0	2.05089E-3	-3.96730E-4	1.54973E-6	2.15412E-4	-9.75160E-7	-2.15370E-9	0.00000E+0	0.00000E+0	1.97320E+0	0.00000E+0
-7.49070E+0	2.03611E-3	-3.93869E-4	1.78815E-6	2.83362E-4	-9.75044E-7	-2.09549E-9	0.00000E+0	0.00000E+0	1.97400E+0	0.00000E+0
-7.47360E+0	2.01942E-3	-3.91008E-4	2.02657E-6	3.58107E-4	-9.74869E-7	-2.03728E-9	0.00000E+0	0.00000E+0	1.97520E+0	0.00000E+0
-7.45640E+0	2.00082E-3	-3.87670E-4	2.26499E-6	4.35473E-4	-9.74811E-7	-1.97907E-9	0.00000E+0	0.00000E+0	1.97790E+0	0.00000E+0
-7.43930E+0	1.98223E-3	-3.83856E-4	2.50341E-6	5.07835E-4	-9.74753E-7	-1.92087E-9	0.00000E+0	0.00000E+0	1.97820E+0	0.00000E+0
-7.42210E+0	1.96315E-3	-3.80041E-4	2.62262E-6	5.80315E-4	-9.74695E-7	-1.92087E-9	0.00000E+0	0.00000E+0	1.98140E+0	0.00000E+0
-7.40500E+0	1.94169E-3	-3.76226E-4	2.98025E-6	6.45880E-4	-9.74811E-7	-1.86266E-9	0.00000E+0	0.00000E+0	1.98020E+0	0.00000E+0
-7.38780E+0	1.92309E-3	-3.72889E-4	3.09946E-6	6.94398E-4	-9.74869E-7	-1.80444E-9	0.00000E+0	0.00000E+0	1.98120E+0	0.00000E+0
-7.37040E+0	1.90545E-3	-3.69551E-4	3.09946E-6	7.29445E-4	-9.74927E-7	-1.80444E-9	0.00000E+0	0.00000E+0	1.98170E+0	0.00000E+0
-7.35330E+0	1.88971E-3	-3.66213E-4	3.21867E-6	7.49711E-4	-9.75044E-7	-1.80444E-9	0.00000E+0	0.00000E+0	1.98060E+0	0.00000E+0
-7.33610E+0	1.87445E-3	-3.63352E-4	3.21867E-6	7.56387E-4	-9.75160E-7	-1.86266E-9	0.00000E+0	0.00000E+0	1.98260E+0	0.00000E+0
-7.31900E+0	1.86158E-3	-3.60968E-4	3.21867E-6	7.50307E-4	-9.75277E-7	-1.86266E-9	0.00000E+0	0.00000E+0	1.98450E+0	0.00000E+0
-7.30180E+0	1.85061E-3	-3.59060E-4	3.21867E-6	7.33975E-4	-9.75335E-7	-1.92087E-9	0.00000E+0	0.00000E+0	1.98340E+0	0.00000E+0
-7.28470E+0	1.84012E-3	-3.56676E-4	3.09946E-6	7.05246E-4	-9.75451E-7	-1.92087E-9	0.00000E+0	0.00000E+0	1.98590E+0	0.00000E+0
-7.26750E+0	1.83011E-3	-3.54769E-4	2.98025E-6	6.62807E-4	-9.75568E-7	-1.92087E-9	0.00000E+0	0.00000E+0	1.98510E+0	0.00000E+0
-7.25040E+0	1.82153E-3	-3.53338E-4	2.74183E-6	6.10594E-4	-9.75684E-7	-1.97907E-9	0.00000E+0	0.00000E+0	1.98640E+0	0.00000E+0
