B (T)	X1(V)	Y1 (V)	X2(V)	Y2(V)	X3 (V)	Y3 (V)	X4 (V)	Y4 (V)	SensA (V)	SensB (V)
0.00000E+0	8.39238E-5	-1.71663E-5	3.21867E-6	2.74541E-4	-9.78711E-7	-2.91040E-9	0.00000E+0	0.00000E+0	2.00000E+0	0.00000E+0
0.00000E+0	7.43871E-5	-1.52589E-5	1.31131E-6	2.74660E-4	-9.78711E-7	-2.91040E-9	0.00000E+0	0.00000E+0	1.99910E+0	0.00000E+0
-9.61000E-2	5.91280E-5	-1.14442E-5	1.31131E-6	2.75137E-4	-9.78711E-7	-2.91040E-9	0.00000E+0	0.00000E+0	1.99960E+0	1.01510E+0
-7.92000E-2	4.48229E-5	-9.53680E-6	1.31131E-6	2.75375E-4	-9.78769E-7	-2.96860E-9	0.00000E+0	0.00000E+0	2.00010E+0	1.08520E+0
-6.20000E-2	3.05178E-5	-6.67575E-6	1.31131E-6	2.75614E-4	-9.78769E-7	-2.96860E-9	0.00000E+0	0.00000E+0	2.00110E+0	1.12520E+0
-4.49000E-2	1.52589E-5	-3.81473E-6	1.31131E-6	2.75733E-4	-9.78769E-7	-2.96860E-9	0.00000E+0	0.00000E+0	1.99970E+0	1.12730E+0
-2.77000E-2	9.53682E-7	0.00000E+0	1.31131E-6	2.76091E-4	-9.78769E-7	-2.96860E-9	0.00000E+0	0.00000E+0	1.99790E+0	1.14000E+0
-1.06000E-2	-1.33515E-5	1.90736E-6	1.31131E-6	2.76210E-4	-9.78769E-7	-2.96860E-9	0.00000E+0	0.00000E+0	2.00060E+0	1.14640E+0
6.60000E-3	-2.86103E-5	4.76840E-6	1.31131E-6	2.76567E-4	-9.78769E-7	-2.96860E-9	0.00000E+0	0.00000E+0	2.00120E+0	1.13260E+0
2.37000E-2	-4.29156E-5	8.58313E-6	1.31131E-6	2.76806E-4	-9.78769E-7	-2.96860E-9	0.00000E+0	0.00000E+0	1.99870E+0	1.07620E+0
4.09000E-2	-5.81744E-5	1.04905E-5	1.31131E-6	2.77163E-4	-9.78769E-7	-2.96860E-9	0.00000E+0	0.00000E+0	1.99900E+0	0.00000E+0
5.80000E-2	-7.24797E-5	1.33515E-5	1.31131E-6	2.77283E-4	-9.78769E-7	-2.96860E-9	0.00000E+0	0.00000E+0	2.00100E+0	0.00000E+0
7.52000E-2	-8.67848E-5	1.62126E-5	1.31131E-6	2.77283E-4	-9.78711E-7	-2.96860E-9	0.00000E+0	0.00000E+0	2.00020E+0	0.00000E+0
9.23000E-2	-1.01090E-4	1.90736E-5	1.31131E-6	2.77760E-4	-9.78711E-7	-2.96860E-9	0.00000E+0	0.00000E+0	1.99960E+0	0.00000E+0
1.09500E-1	-1.15395E-4	2.19346E-5	1.31131E-6	2.77998E-4	-9.78711E-7	-2.96860E-9	0.00000E+0	0.00000E+0	2.00020E+0	0.00000E+0
1.26700E-1	-1.30654E-4	2.47956E-5	1.19210E-6	2.77521E-4	-9.78711E-7	-2.91040E-9	0.00000E+0	0.00000E+0	1.99960E+0	0.00000E+0
1.43800E-1	-1.44959E-4	2.76567E-5	1.31131E-6	2.77640E-4	-9.78711E-7	-2.91040E-9	0.00000E+0	0.00000E+0	2.00220E+0	0.00000E+0
1.61000E-1	-1.60218E-4	3.05178E-5	1.31131E-6	2.77879E-4	-9.78711E-7	-2.91040E-9	0.00000E+0	0.00000E+0	1.99770E+0	0.00000E+0
1.78100E-1	-1.74523E-4	3.24252E-5	1.19210E-6	2.78356E-4	-9.78653E-7	-2.91040E-9	0.00000E+0	0.00000E+0	1.99900E+0	0.00000E+0
1.95300E-1	-1.88828E-4	3.62399E-5	1.31131E-6	2.78832E-4	-9.78594E-7	-2.91040E-9	0.00000E+0	0.00000E+0	1.99850E+0	0.00000E+0
2.12400E-1	-2.04087E-4	3.91009E-5	1.19210E-6	2.79071E-4	-9.78594E-7	-2.91040E-9	0.00000E+0	0.00000E+0	1.99710E+0	0.00000E+0
2.29600E-1	-2.18392E-4	4.19619E-5	1.31131E-6	2.79309E-4	-9.78594E-7	-2.91040E-9	0.00000E+0	0.00000E+0	2.00210E+0	0.00000E+0
2.46700E-1	-2.32697E-4	4.48229E-5	1.31131E-6	2.79428E-4	-9.78594E-7	-2.91040E-9	0.00000E+0	0.00000E+0	1.99780E+0	0.00000E+0
2.63900E-1	-2.47957E-4	4.76839E-5	1.19210E-6	2.79548E-4	-9.78594E-7	-2.91040E-9	0.00000E+0	0.00000E+0	2.00090E+0	0.00000E+0
2.81000E-1	-2.62262E-4	5.05450E-5	1.31131E-6	2.79548E-4	-9.78536E-7	-2.91040E-9	0.00000E+0	0.00000E+0	2.00260E+0	0.00000E+0
2.98200E-1	-2.76567E-4	5.24523E-5	1.19210E-6	2.78832E-4	-9.78536E-7	-2.91040E-9	0.00000E+0	0.00000E+0	2.00020E+0	0.00000E+0
3.15300E-1	-2.90873E-4	5.53133E-5	1.19210E-6	2.78832E-4	-9.78536E-7	-2.91040E-9	0.00000E+0	0.00000E+0	1.99690E+0	0.00000E+0
3.32500E-1	-3.06131E-4	5.81744E-5	1.19210E-6	2.79071E-4	-9.78536E-7	-2.91040E-9	0.00000E+0	0.00000E+0	1.99610E+0	0.00000E+0
3.49700E-1	-3.20436E-4	6.19893E-5	1.19210E-6	2.78952E-4	-9.78478E-7	-2.91040E-9	0.00000E+0	0.00000E+0	1.99860E+0	0.00000E+0
3.66800E-1	-3.34742E-4	6.38966E-5	1.19210E-6	2.78713E-4	-9.78478E-7	-2.91040E-9	0.00000E+0	0.00000E+0	1.99920E+0	0.00000E+0
3.84000E-1	-3.50000E-4	6.67577E-5	1.19210E-6	2.79071E-4	-9.78478E-7	-2.91040E-9	0.00000E+0	0.00000E+0	1.99720E+0	0.00000E+0
4.01100E-1	-3.64305E-4	6.96187E-5	1.19210E-6	2.78713E-4	-9.78478E-7	-2.85219E-9	0.00000E+0	0.00000E+0	1.99910E+0	0.00000E+0
4.18300E-1	-3.79564E-4	7.24797E-5	1.19210E-6	2.78594E-4	-9.78478E-7	-2.85219E-9	0.00000E+0	0.00000E+0	1.99910E+0	0.00000E+0
4.35400E-1	-3.93869E-4	7.53407E-5	1.19210E-6	2.78356E-4	-9.78420E-7	-2.85219E-9	0.00000E+0	0.00000E+0	2.00110E+0	0.00000E+0
