B (T)	X1(V)	Y1 (V)	X2(V)	Y2(V)	X3 (V)	Y3 (V)	X4 (V)	Y4 (V)	SensA (V)	SensB (V)
0.00000E+0	-6.24183E-3	1.22739E-3	1.54000E-3	2.38420E-7	-9.69165E-7	-2.91040E-10	0.00000E+0	0.00000E+0	2.00000E+0	0.00000E+0
0.00000E+0	-6.24278E-3	1.22739E-3	1.09673E-5	-5.00682E-6	-9.69281E-7	-2.91040E-10	0.00000E+0	0.00000E+0	1.99960E+0	0.00000E+0
0.00000E+0	-6.23897E-3	1.22739E-3	5.00682E-6	-4.76840E-6	-9.69398E-7	-3.49248E-10	0.00000E+0	0.00000E+0	1.99880E+0	0.00000E+0
7.69630E+0	-6.23897E-3	1.22739E-3	4.05314E-6	-4.76840E-6	-9.69514E-7	-4.07455E-10	0.00000E+0	0.00000E+0	2.00050E+0	0.00000E+0
7.67920E+0	-6.23897E-3	1.22643E-3	5.96049E-6	-4.29156E-6	-9.69689E-7	-4.65665E-10	0.00000E+0	0.00000E+0	2.00030E+0	0.00000E+0
7.66200E+0	-6.23897E-3	1.22739E-3	7.62945E-6	-4.05314E-6	-9.69805E-7	-5.23873E-10	0.00000E+0	0.00000E+0	1.99920E+0	0.00000E+0
7.64490E+0	-6.23897E-3	1.22739E-3	9.77522E-6	-3.81473E-6	-9.69980E-7	-5.23873E-10	0.00000E+0	0.00000E+0	2.00010E+0	0.00000E+0
7.62770E+0	-6.23801E-3	1.22739E-3	1.23978E-5	-3.57629E-6	-9.70154E-7	-5.82080E-10	0.00000E+0	0.00000E+0	2.00060E+0	0.00000E+0
7.61060E+0	-6.23801E-3	1.22643E-3	1.52589E-5	-3.33787E-6	-9.70271E-7	-6.40288E-10	0.00000E+0	0.00000E+0	1.99820E+0	0.00000E+0
7.59340E+0	-6.23801E-3	1.22643E-3	1.76431E-5	-3.33787E-6	-9.70445E-7	-6.40288E-10	0.00000E+0	0.00000E+0	2.00090E+0	0.00000E+0
7.57630E+0	-6.23706E-3	1.22643E-3	2.05041E-5	-2.86104E-6	-9.70504E-7	-7.56703E-10	0.00000E+0	0.00000E+0	1.99960E+0	0.00000E+0
7.55910E+0	-6.23706E-3	1.22643E-3	2.36036E-5	-2.86104E-6	-9.70678E-7	-7.56703E-10	0.00000E+0	0.00000E+0	1.99800E+0	0.00000E+0
7.54200E+0	-6.23706E-3	1.22643E-3	2.64646E-5	-2.62262E-6	-9.70795E-7	-8.14911E-10	0.00000E+0	0.00000E+0	1.99860E+0	0.00000E+0
7.52480E+0	-6.23611E-3	1.22643E-3	3.02793E-5	-2.38420E-6	-9.70911E-7	-8.14911E-10	0.00000E+0	0.00000E+0	2.00130E+0	0.00000E+0
7.50770E+0	-6.23611E-3	1.22643E-3	3.38557E-5	-2.38420E-6	-9.70969E-7	-8.73118E-10	0.00000E+0	0.00000E+0	1.99960E+0	0.00000E+0
7.49050E+0	-6.23515E-3	1.22643E-3	3.79088E-5	-2.14578E-6	-9.71086E-7	-8.73118E-10	0.00000E+0	0.00000E+0	2.00040E+0	0.00000E+0
7.47330E+0	-6.23420E-3	1.22643E-3	4.14851E-5	-1.90736E-6	-9.71144E-7	-9.31330E-10	0.00000E+0	0.00000E+0	1.99920E+0	0.00000E+0
7.45620E+0	-6.23325E-3	1.22548E-3	4.60150E-5	-1.90736E-6	-9.71260E-7	-9.89537E-10	0.00000E+0	0.00000E+0	1.99850E+0	0.00000E+0
7.43900E+0	-6.23134E-3	1.22453E-3	5.12602E-5	-1.66894E-6	-9.71319E-7	-9.89537E-10	0.00000E+0	0.00000E+0	2.00000E+0	0.00000E+0
7.42190E+0	-6.22943E-3	1.22453E-3	5.74591E-5	-1.66894E-6	-9.71377E-7	-1.04775E-9	0.00000E+0	0.00000E+0	2.00210E+0	0.00000E+0
7.40470E+0	-6.22752E-3	1.22453E-3	6.36582E-5	-1.43052E-6	-9.71435E-7	-1.04775E-9	0.00000E+0	0.00000E+0	2.00070E+0	0.00000E+0
7.38760E+0	-6.22466E-3	1.22357E-3	6.96187E-5	-1.43052E-6	-9.71493E-7	-1.04775E-9	0.00000E+0	0.00000E+0	2.00080E+0	0.00000E+0
7.37040E+0	-6.22180E-3	1.22166E-3	7.58176E-5	-1.19210E-6	-9.71551E-7	-1.04775E-9	0.00000E+0	0.00000E+0	1.99950E+0	0.00000E+0
7.35330E+0	-6.21894E-3	1.22166E-3	8.34470E-5	-1.19210E-6	-9.71610E-7	-1.10595E-9	0.00000E+0	0.00000E+0	1.99930E+0	0.00000E+0
7.33610E+0	-6.21703E-3	1.21976E-3	8.98843E-5	-1.19210E-6	-9.71610E-7	-1.10595E-9	0.00000E+0	0.00000E+0	1.99820E+0	0.00000E+0
7.31900E+0	-6.21322E-3	1.21976E-3	9.56063E-5	-1.19210E-6	-9.71668E-7	-1.10595E-9	0.00000E+0	0.00000E+0	2.00030E+0	0.00000E+0
7.30180E+0	-6.20845E-3	1.21785E-3	1.01805E-4	-1.19210E-6	-9.71668E-7	-1.10595E-9	0.00000E+0	0.00000E+0	2.00090E+0	0.00000E+0
7.28470E+0	-6.20368E-3	1.21690E-3	1.09196E-4	-1.19210E-6	-9.71668E-7	-1.10595E-9	0.00000E+0	0.00000E+0	2.00090E+0	0.00000E+0
7.26750E+0	-6.19987E-3	1.21594E-3	1.17541E-4	-9.53682E-7	-9.71668E-7	-1.16416E-9	0.00000E+0	0.00000E+0	2.00190E+0	0.00000E+0
7.25040E+0	-6.19605E-3	1.21499E-3	1.23979E-4	-9.53682E-7	-9.71726E-7	-1.16416E-9	0.00000E+0	0.00000E+0	1.99890E+0	0.00000E+0
7.23320E+0	-6.19128E-3	1.21308E-3	1.31131E-4	-7.15259E-7	-9.71726E-7	-1.16416E-9	0.00000E+0	0.00000E+0	2.00080E+0	0.00000E+0
7.21600E+0	-6.18652E-3	1.21213E-3	1.39953E-4	-7.15259E-7	-9.71726E-7	-1.16416E-9	0.00000E+0	0.00000E+0	1.99960E+0	0.00000E+0
7.19890E+0	-6.18079E-3	1.21117E-3	1.47820E-4	-7.15259E-7	-9.71668E-7	-1.16416E-9	0.00000E+0	0.00000E+0	1.99940E+0	0.00000E+0
7.18170E+0	-6.17698E-3	1.20927E-3	1.56880E-4	-7.15259E-7	-9.71668E-7	-1.16416E-9	0.00000E+0	0.00000E+0	1.99910E+0	0.00000E+0
7.16460E+0	-6.17126E-3	1.20831E-3	1.62841E-4	-7.15259E-7	-9.71668E-7	-1.16416E-9	0.00000E+0	0.00000E+0	1.99980E+0	0.00000E+0
7.14740E+0	-6.16553E-3	1.20641E-3	1.71424E-4	-7.15259E-7	-9.71668E-7	-1.16416E-9	0.00000E+0	0.00000E+0	1.99800E+0	0.00000E+0
7.13030E+0	-6.16077E-3	1.20545E-3	1.79053E-4	-4.76841E-7	-9.71668E-7	-1.16416E-9	0.00000E+0	0.00000E+0	2.00140E+0	0.00000E+0
7.11310E+0	-6.15314E-3	1.20354E-3	1.86683E-4	-4.76841E-7	-9.71668E-7	-1.16416E-9	0.00000E+0	0.00000E+0	2.00220E+0	0.00000E+0
7.09600E+0	-6.14551E-3	1.20259E-3	1.95981E-4	-4.76841E-7	-9.71610E-7	-1.16416E-9	0.00000E+0	0.00000E+0	1.99870E+0	0.00000E+0
7.07880E+0	-6.13979E-3	1.19973E-3	2.05995E-4	-2.38420E-7	-9.71610E-7	-1.10595E-9	0.00000E+0	0.00000E+0	2.00030E+0	0.00000E+0
7.06170E+0	-6.13311E-3	1.19782E-3	2.14101E-4	-2.38420E-7	-9.71551E-7	-1.10595E-9	0.00000E+0	0.00000E+0	1.99900E+0	0.00000E+0
7.04450E+0	-6.12548E-3	1.19592E-3	2.22922E-4	-4.76841E-7	-9.71493E-7	-1.10595E-9	0.00000E+0	0.00000E+0	2.00220E+0	0.00000E+0
7.02740E+0	-6.11785E-3	1.19496E-3	2.32936E-4	-4.76841E-7	-9.71435E-7	-1.10595E-9	0.00000E+0	0.00000E+0	2.00140E+0	0.00000E+0
7.01020E+0	-6.11117E-3	1.19305E-3	2.43426E-4	-4.76841E-7	-9.71435E-7	-1.10595E-9	0.00000E+0	0.00000E+0	2.00040E+0	0.00000E+0
6.99300E+0	-6.10259E-3	1.19115E-3	2.53918E-4	-2.38420E-7	-9.71377E-7	-1.10595E-9	0.00000E+0	0.00000E+0	2.00060E+0	0.00000E+0
6.97590E+0	-6.09401E-3	1.19019E-3	2.65123E-4	0.00000E+0	-9.71319E-7	-1.10595E-9	0.00000E+0	0.00000E+0	2.00150E+0	0.00000E+0
6.95870E+0	-6.08638E-3	1.18733E-3	2.77283E-4	0.00000E+0	-9.71260E-7	-1.04775E-9	0.00000E+0	0.00000E+0	1.99960E+0	0.00000E+0
6.94160E+0	-6.07398E-3	1.18542E-3	2.87296E-4	0.00000E+0	-9.71202E-7	-1.04775E-9	0.00000E+0	0.00000E+0	1.99950E+0	0.00000E+0
6.92440E+0	-6.06635E-3	1.18352E-3	3.02078E-4	0.00000E+0	-9.71144E-7	-1.04775E-9	0.00000E+0	0.00000E+0	2.00100E+0	0.00000E+0
6.90730E+0	-6.05968E-3	1.18256E-3	3.11615E-4	0.00000E+0	-9.71086E-7	-1.04775E-9	0.00000E+0	0.00000E+0	2.00060E+0	0.00000E+0
6.89010E+0	-6.04728E-3	1.17970E-3	3.23536E-4	0.00000E+0	-9.71027E-7	-9.89537E-10	0.00000E+0	0.00000E+0	2.00050E+0	0.00000E+0
